questions,keys,datadic,col_name,assessment,domains,measures
"15b. If yes, the child was aware her/her mother or father lost a job",NLES_P_15b,NLES_P,"NLES_P,NLES_P_15b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"15c. If yes, how upset was the child that his/her mother or father lost a job",NLES_P_15c,NLES_P,"NLES_P,NLES_P_15c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"16a. A close family member to the child died such as a parent, close uncle, grandparent, or some other relative.",NLES_P_16a,NLES_P,"NLES_P,NLES_P_16a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"16b. If yes, the child was aware that a close family member to the child died",NLES_P_16b,NLES_P,"NLES_P,NLES_P_16b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"16c. If yes, how upset was the child that a close family member to the child died",NLES_P_16c,NLES_P,"NLES_P,NLES_P_16c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
17a. A close friend of the child died,NLES_P_17a,NLES_P,"NLES_P,NLES_P_17a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"17b. If yes, the child was aware that a close friend of the child died",NLES_P_17b,NLES_P,"NLES_P,NLES_P_17b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"17c. If yes, how upset was the child that a close friend of the child died",NLES_P_17c,NLES_P,"NLES_P,NLES_P_17c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
18a. A close friend of the child moved away,NLES_P_18a,NLES_P,"NLES_P,NLES_P_18a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"18b. If yes, the child was aware that a close friend of the child moved away",NLES_P_18b,NLES_P,"NLES_P,NLES_P_18b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"18c. If yes, how upset was the child that a close friend moved away",NLES_P_18c,NLES_P,"NLES_P,NLES_P_18c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"19a. The child's father acted very worried, upset, or sad, not because of something the child did.",NLES_P_19a,NLES_P,"NLES_P,NLES_P_19a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"19b. If yes, the child was aware that father acted very worried or sad",NLES_P_19b,NLES_P,"NLES_P,NLES_P_19b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"19c. If yes, how upset was the child that father acted very worried or sad",NLES_P_19c,NLES_P,"NLES_P,NLES_P_19c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"20a. The child's mother acted very worried, upset, or sad, not because of something the child did.",NLES_P_20a,NLES_P,"NLES_P,NLES_P_20a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"20b. If yes, the child was aware that mother acted very worried or sad.",NLES_P_20b,NLES_P,"NLES_P,NLES_P_20b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"20c. If yes, how upset was the child that mother acted very worried or sad.",NLES_P_20c,NLES_P,"NLES_P,NLES_P_20c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
21a. The child changed schools.,NLES_P_21a,NLES_P,"NLES_P,NLES_P_21a",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"21b. If yes, the child was aware that s/he changed schools.",NLES_P_21b,NLES_P,"NLES_P,NLES_P_21b",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"21c. If yes, the child was upset that s/he changed schools.",NLES_P_21c,NLES_P,"NLES_P,NLES_P_21c",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
Total # of Negative Events,NLES_P_TotalEvents,NLES_P,"NLES_P,NLES_P_TotalEvents",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
# of Negative Events the Child was aware of,NLES_P_Aware,NLES_P,"NLES_P,NLES_P_Aware",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
Child's Total Upsetness/Negative Events,NLES_P_Upset_Total,NLES_P,"NLES_P,NLES_P_Upset_Total",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
Child's Average Upsetness/Negative Events,NLES_P_Upset_Avg,NLES_P,"NLES_P,NLES_P_Upset_Avg",Parent Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale – Parent Report
"1a. Your brother/sister was in serious trouble (such as trouble with the law, school, or drugs)",NLES_SR_01a,NLES_SR,"NLES_SR,NLES_SR_01a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"1b. If yes, how many times did this happen?",NLES_SR_01b,NLES_SR,"NLES_SR,NLES_SR_01b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"1c. If yes, how upset were you that your brother or sister was in serious trouble?",NLES_SR_01c,NLES_SR,"NLES_SR,NLES_SR_01c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"2a. Your close friend had serious troubles, problems, illness, or injury",NLES_SR_02a,NLES_SR,"NLES_SR,NLES_SR_02a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"2b. If yes, how many times did this happen?",NLES_SR_02b,NLES_SR,"NLES_SR,NLES_SR_02b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"2c. If yes, how upset were you that your close friend had serious troubles?",NLES_SR_02c,NLES_SR,"NLES_SR,NLES_SR_02c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"3a. You suffered from a serious physical illness, injury, or extreme pain (something that required rest of one week in bed, hospitalization, or surgery).",NLES_SR_03a,NLES_SR,"NLES_SR,NLES_SR_03a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"3b. If yes, how many times did this happen?",NLES_SR_03b,NLES_SR,"NLES_SR,NLES_SR_03b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"3c. If yes, how upset were you that you suffered from a serious illness or injury?",NLES_SR_03c,NLES_SR,"NLES_SR,NLES_SR_03c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"4a. Your brother or sister suffered from serious physical illenss, injury, or extreme pain (something that required rest for one week in bed, hospitalization, or surgery).",NLES_SR_04a,NLES_SR,"NLES_SR,NLES_SR_04a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"4b. If yes, how many times did this happen?",NLES_SR_04b,NLES_SR,"NLES_SR,NLES_SR_04b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"4c. If yes, how upset were you that your brother/sister suffered a serious illness or injury?",NLES_SR_04c,NLES_SR,"NLES_SR,NLES_SR_04c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
5a. One of your brothers or sisters was very angry or upset.,NLES_SR_05a,NLES_SR,"NLES_SR,NLES_SR_05a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"5b. If yes, how many times did this happen?",NLES_SR_05b,NLES_SR,"NLES_SR,NLES_SR_05b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"5c. If yes, how upset were you that your brother/sister was very angry or upset?",NLES_SR_05c,NLES_SR,"NLES_SR,NLES_SR_05c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
6a. Your parents physically hit each other or hurt each other.,NLES_SR_06a,NLES_SR,"NLES_SR,NLES_SR_06a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"6b. If yes, how many times did this happen?",NLES_SR_06b,NLES_SR,"NLES_SR,NLES_SR_06b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"6c. If yes, how upset were you that your parents hurt each other?",NLES_SR_06c,NLES_SR,"NLES_SR,NLES_SR_06c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
7a. People in your family other than your parents (such as your brothers or sisters) physically hit each other hard or hurt each other.,NLES_SR_07a,NLES_SR,"NLES_SR,NLES_SR_07a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"7b. If yes, how many times did this happen?",NLES_SR_07b,NLES_SR,"NLES_SR,NLES_SR_07b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"7c. If yes, how upset were you that people in your family hit each other hard or hurt each other?",NLES_SR_07c,NLES_SR,"NLES_SR,NLES_SR_07c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"8a. Your mom or dad suffered from serious illness, injury, or extreme pain, something that required rest for one week in bed, hospitalizaion, or surgery.",NLES_SR_08a,NLES_SR,"NLES_SR,NLES_SR_08a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"8b. If yes, how many times did this happen?",NLES_SR_08b,NLES_SR,"NLES_SR,NLES_SR_08b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"8c. If yes, how upset were you that your mother or father suffered from serious illness or injury?",NLES_SR_08c,NLES_SR,"NLES_SR,NLES_SR_08c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
9a. Your mom or dad talked about having serious money troubles (being worried about bills for ordinary things).,NLES_SR_09a,NLES_SR,"NLES_SR,NLES_SR_09a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"9b. If yes, how many times did this happen?",NLES_SR_09b,NLES_SR,"NLES_SR,NLES_SR_09b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"9c. If yes, how upset were you that your mother or father talked about having serious money troubles?",NLES_SR_09c,NLES_SR,"NLES_SR,NLES_SR_09c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"10a. Your relatives such as aunts, uncles, grandparents said bad things about your mother or father.",NLES_SR_10a,NLES_SR,"NLES_SR,NLES_SR_10a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"10b. If yes, how many times did this happen?",NLES_SR_10b,NLES_SR,"NLES_SR,NLES_SR_10b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"10c. If yes, how upset were you that your relatives said bad things about your mother or father?",NLES_SR_10c,NLES_SR,"NLES_SR,NLES_SR_10c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"11a. Your mother or father fought or argued with your relatives such as aunts, uncles, grandparents",NLES_SR_11a,NLES_SR,"NLES_SR,NLES_SR_11a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"11b. If yes, how many times did this happen?",NLES_SR_11b,NLES_SR,"NLES_SR,NLES_SR_11b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"11c. If yes, how upset were you that your mother or father fought or argued with your relatives",NLES_SR_11c,NLES_SR,"NLES_SR,NLES_SR_11c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
12a. People in your neighborhood said bad things about your mom or dad.,NLES_SR_12a,NLES_SR,"NLES_SR,NLES_SR_12a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"12b. If yes, how many times did this happen?",NLES_SR_12b,NLES_SR,"NLES_SR,NLES_SR_12b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"12c. If yes, how upset were you that people in your neighborhood said bad things about your mom or dad?",NLES_SR_12c,NLES_SR,"NLES_SR,NLES_SR_12c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
13a. Your mother or father acted badly in front of your friends (did things like yelled at them or criticized them).,NLES_SR_13a,NLES_SR,"NLES_SR,NLES_SR_13a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"13b. If yes, how many times did this happen?",NLES_SR_13b,NLES_SR,"NLES_SR,NLES_SR_13b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"13c. If yes, how upset were you that your mother or father acted badly in front of your friends?",NLES_SR_13c,NLES_SR,"NLES_SR,NLES_SR_13c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
14a. You saw your mom or dad drunk.,NLES_SR_14a,NLES_SR,"NLES_SR,NLES_SR_14a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"14b. If yes, how many times did this happen?",NLES_SR_14b,NLES_SR,"NLES_SR,NLES_SR_14b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"14c. If yes, how upset were you to see your mom or dad drunk?",NLES_SR_14c,NLES_SR,"NLES_SR,NLES_SR_14c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"15a. Your mom or dad forgot to do important things for you that they promised they would do, such as take you on a trip, take you to nice places, or come to your school or athletic activities.",NLES_SR_15a,NLES_SR,"NLES_SR,NLES_SR_15a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"15b. If yes, how many times did this happen?",NLES_SR_15b,NLES_SR,"NLES_SR,NLES_SR_15b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"15c. If yes, how upset were you that your mom or dad forgot to do important things for you?",NLES_SR_15c,NLES_SR,"NLES_SR,NLES_SR_15c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
16a. Your mom or dad was arrested or sent to jail.,NLES_SR_16a,NLES_SR,"NLES_SR,NLES_SR_16a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"16b. If yes, how many times did this happen?",NLES_SR_16b,NLES_SR,"NLES_SR,NLES_SR_16b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"16c. If yes, how upset were you that your mom or dad was arrested or sent to jail?",NLES_SR_16c,NLES_SR,"NLES_SR,NLES_SR_16c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
17a. Your mom or dad lost their joc.,NLES_SR_17a,NLES_SR,"NLES_SR,NLES_SR_17a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"17b. If yes, how many times did this happen?",NLES_SR_17b,NLES_SR,"NLES_SR,NLES_SR_17b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"17c. If yes, how upset were you that your mom or dad lost their job?",NLES_SR_17c,NLES_SR,"NLES_SR,NLES_SR_17c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"18a. A close family member died such as a parent, close uncle, grandparent, or some other relative.",NLES_SR_18a,NLES_SR,"NLES_SR,NLES_SR_18a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"18b. If yes, how many times did this happen?",NLES_SR_18b,NLES_SR,"NLES_SR,NLES_SR_18b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"18c. If yes, how upset were you that your close family member died?",NLES_SR_18c,NLES_SR,"NLES_SR,NLES_SR_18c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
19a. A close friend of yours died,NLES_SR_19a,NLES_SR,"NLES_SR,NLES_SR_19a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"19b. If yes, how many times did this happen?",NLES_SR_19b,NLES_SR,"NLES_SR,NLES_SR_19b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"19c. If yes, how upset were you that your close friend died?",NLES_SR_19c,NLES_SR,"NLES_SR,NLES_SR_19c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
20a. A close friend of yours moved away.,NLES_SR_20a,NLES_SR,"NLES_SR,NLES_SR_20a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"20b. If yes, how many times did this happen?",NLES_SR_20b,NLES_SR,"NLES_SR,NLES_SR_20b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"20c. If yes, how upset were you that your close friend moved away?",NLES_SR_20c,NLES_SR,"NLES_SR,NLES_SR_20c",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"21a. Dad acted very worried, upset, or sad, not because of something you did.",NLES_SR_21a,NLES_SR,"NLES_SR,NLES_SR_21a",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
"21b. If yes, how many times did this happen?",NLES_SR_21b,NLES_SR,"NLES_SR,NLES_SR_21b",Child Measures,Interview_of_Emotional_and_Psychological_Function,Negative Life Events Scale 
