index,questions,keys,datadic,col_name,assessment,domains,measures
939,much problem would say fun,CIS_P_06,CIS_P,"CIS_P,CIS_P_06",Parent Measures,Demographic_Questionnaire_Measures,The Columbia Impairment Scale-Parent Report Version
940,much problem would say getting along adults parents,CIS_P_07,CIS_P,"CIS_P,CIS_P_07",Parent Measures,Demographic_Questionnaire_Measures,The Columbia Impairment Scale-Parent Report Version
941,much problem feeling nervous afraid,CIS_P_08,CIS_P,"CIS_P,CIS_P_08",Parent Measures,Demographic_Questionnaire_Measures,The Columbia Impairment Scale-Parent Report Version
942,much problem getting along brothers sisters,CIS_P_09,CIS_P,"CIS_P,CIS_P_09",Parent Measures,Demographic_Questionnaire_Measures,The Columbia Impairment Scale-Parent Report Version
943,much problem getting along kids age,CIS_P_10,CIS_P,"CIS_P,CIS_P_10",Parent Measures,Demographic_Questionnaire_Measures,The Columbia Impairment Scale-Parent Report Version
944,much problem would say getting involved activities like sports hobbies,CIS_P_11,CIS_P,"CIS_P,CIS_P_11",Parent Measures,Demographic_Questionnaire_Measures,The Columbia Impairment Scale-Parent Report Version
945,much problem would say school work job,CIS_P_12,CIS_P,"CIS_P,CIS_P_12",Parent Measures,Demographic_Questionnaire_Measures,The Columbia Impairment Scale-Parent Report Version
946,much problem would say behavior home,CIS_P_13,CIS_P,"CIS_P,CIS_P_13",Parent Measures,Demographic_Questionnaire_Measures,The Columbia Impairment Scale-Parent Report Version
949,general much problem think getting along mother figure,CIS_SR_02,CIS_SR,"CIS_SR,CIS_SR_02",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,The Columbia Impairment Scale-Self Report Version
950,general much problem think getting along father figure,CIS_SR_03,CIS_SR,"CIS_SR,CIS_SR_03",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,The Columbia Impairment Scale-Self Report Version
954,much problem would say getting along adults mother father,CIS_SR_07,CIS_SR,"CIS_SR,CIS_SR_07",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,The Columbia Impairment Scale-Self Report Version
956,much problem getting along sister brother,CIS_SR_09,CIS_SR,"CIS_SR,CIS_SR_09",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,The Columbia Impairment Scale-Self Report Version
991,participant given diagnosis,NoDX,ConsensusD,,,,
992,category,DX_01_Cat,ConsensusD,,,,
993,subcategory applicable,DX_01_Sub,ConsensusD,,,,
994,diagnosis,DX_01,ConsensusD,,,,
995,specifier applicable,DX_01_Spec,ConsensusD,,,,
996,icd code international classification diseases,DX_01_Code,ConsensusD,,,,
997,new diagnosis,DX_01_New,ConsensusD,,,,
998,history participant previously received diagnosis,DX_01_ByHx,ConsensusD,,,,
999,rule diagnosis needs confirmed ruled evaluation,DX_01_RuleOut,ConsensusD,,,,
1000,remission,DX_01_Rem,ConsensusD,,,,
1001,partial remission,DX_01_PRem,ConsensusD,,,,
1002,requires confirmation,DX_01_RC,ConsensusD,,,,
1003,never see parents arguing disagreeing,CPIC_01,CPIC,"CPIC,CPIC_01",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1004,parents argument usually work,CPIC_02,CPIC,"CPIC,CPIC_02",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1005,parents often get arguments things school,CPIC_03,CPIC,"CPIC,CPIC_03",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1006,parents argue one bad day,CPIC_04,CPIC,"CPIC,CPIC_04",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1007,parents get really mad argue,CPIC_05,CPIC,"CPIC,CPIC_05",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1008,parents argue something make feel better,CPIC_06,CPIC,"CPIC,CPIC_06",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1009,get scared parents argue,CPIC_07,CPIC,"CPIC,CPIC_07",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1010,feel caught middle parents argue,CPIC_08,CPIC,"CPIC,CPIC_08",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1011,blame parents arguments,CPIC_09,CPIC,"CPIC,CPIC_09",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1012,may think know parents argue disagree lot,CPIC_10,CPIC,"CPIC,CPIC_10",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1013,even parents stop arguing stay mad,CPIC_11,CPIC,"CPIC,CPIC_11",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1014,parents argue usually problems,CPIC_12,CPIC,"CPIC,CPIC_12",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1015,parents arguments happy together,CPIC_13,CPIC,"CPIC,CPIC_13",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1016,parents disagreement discuss quietly,CPIC_14,CPIC,"CPIC,CPIC_14",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1017,know parents arguments,CPIC_15,CPIC,"CPIC,CPIC_15",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1018,parents often mean even around,CPIC_16,CPIC,"CPIC,CPIC_16",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1019,parents argue worry happen,CPIC_17,CPIC,"CPIC,CPIC_17",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1020,feel like take sides parents disagreement,CPIC_18,CPIC,"CPIC,CPIC_18",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1021,usually fault parents argue,CPIC_19,CPIC,"CPIC,CPIC_19",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1022,often see hear parents arguing,CPIC_20,CPIC,"CPIC,CPIC_20",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1023,parents disagree something usually come solution,CPIC_21,CPIC,"CPIC,CPIC_21",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1025,reasons parents argue never change,CPIC_23,CPIC,"CPIC,CPIC_23",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1026,parents argument say mean things,CPIC_24,CPIC,"CPIC,CPIC_24",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1027,parents argue disagree usually help make things better,CPIC_25,CPIC,"CPIC,CPIC_25",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1028,parents argue afraid something bad happen,CPIC_26,CPIC,"CPIC,CPIC_26",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1029,mom wants side dad argue,CPIC_27,CPIC,"CPIC,CPIC_27",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1030,even say know blame parents argue,CPIC_28,CPIC,"CPIC,CPIC_28",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1031,parents hardly ever argue,CPIC_29,CPIC,"CPIC,CPIC_29",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1032,parents argue usually make right away,CPIC_30,CPIC,"CPIC,CPIC_30",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1034,parents argue really love,CPIC_32,CPIC,"CPIC,CPIC_32",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1035,parents argument yell,CPIC_33,CPIC,"CPIC,CPIC_33",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1036,parents argue nothing stop,CPIC_34,CPIC,"CPIC,CPIC_34",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1037,parents argue worry one get hurt,CPIC_35,CPIC,"CPIC,CPIC_35",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1039,parents often nag complain around house,CPIC_37,CPIC,"CPIC,CPIC_37",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1040,parents hardly ever yell disagreement,CPIC_38,CPIC,"CPIC,CPIC_38",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1041,parents often get arguments something wrong,CPIC_39,CPIC,"CPIC,CPIC_39",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1042,parents broken thrown things argument,CPIC_40,CPIC,"CPIC,CPIC_40",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1043,parents stop arguing friendly towards,CPIC_41,CPIC,"CPIC,CPIC_41",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1044,parents argue afraid yell,CPIC_42,CPIC,"CPIC,CPIC_42",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1047,parents pushed shoved argument,CPIC_45,CPIC,"CPIC,CPIC_45",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1048,parents argue disagree nothing make feel better,CPIC_46,CPIC,"CPIC,CPIC_46",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1049,parents argue worry might get divorced,CPIC_47,CPIC,"CPIC,CPIC_47",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1050,parents still act mean argument,CPIC_48,CPIC,"CPIC,CPIC_48",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1051,parents arguments know get along,CPIC_49,CPIC,"CPIC,CPIC_49",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1052,usually fault parents arguments,CPIC_50,CPIC,"CPIC,CPIC_50",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1053,parents argue listen anything say,CPIC_51,CPIC,"CPIC,CPIC_51",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Perception of Interparental Conflict
1062,wished dead wished could go sleep wake,CSSRS_01,CSSRS,"CSSRS,CSSRS_01",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1063,actually thoughts killing,CSSRS_02,CSSRS,"CSSRS,CSSRS_02",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1064,thinking might,CSSRS_03,CSSRS,"CSSRS,CSSRS_03",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1065,thoughts intention acting,CSSRS_04,CSSRS,"CSSRS,CSSRS_04",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1066,intend carry plan,CSSRS_05,CSSRS,"CSSRS,CSSRS_05",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1067,severe ideation type,CSSRS_ideationtype,CSSRS,"CSSRS,CSSRS_ideationtype",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1068,many times thoughts,CSSRS_freq,CSSRS,"CSSRS,CSSRS_freq",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1069,thoughts long last,CSSRS_duration,CSSRS,"CSSRS,CSSRS_duration",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1070,could stop thinking killing wanting die want,CSSRS_controllability,CSSRS,"CSSRS,CSSRS_controllability",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1071,thoughts committing suicide,CSSRS_deterrents,CSSRS,"CSSRS,CSSRS_deterrents",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1072,words go living pain feeling get attention revenge reaction others,CSSRS_reasons,CSSRS,"CSSRS,CSSRS_reasons",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1073,done anything dangerous could died,CSSRS_actual,CSSRS,"CSSRS,CSSRS_actual",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1074,total number attempts,CSSRS_actualtotal,CSSRS,"CSSRS,CSSRS_actualtotal",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1075,subject engaged non suicidal self injurious behavior,CSSRS_actual_selfinjury,CSSRS,"CSSRS,CSSRS_actual_selfinjury",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1076,someone something stopped actually anything,CSSRS_interrupted,CSSRS,"CSSRS,CSSRS_interrupted",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1077,total number attempts interrupted,CSSRS_interruptedtotal,CSSRS,"CSSRS,CSSRS_interruptedtotal",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1078,stopped actually anything,CSSRS_aborted,CSSRS,"CSSRS,CSSRS_aborted",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1079,total number attempts aborted,CSSRS_abortedtotal,CSSRS,"CSSRS,CSSRS_abortedtotal",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1080,anything beyond verbalization thought,CSSRS_prep,CSSRS,"CSSRS,CSSRS_prep",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1081,suicidal behavior present assessment period,CSSRS_behavior,CSSRS,"CSSRS,CSSRS_behavior",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1082,actual lethality medical damage recent attempt,CSSRS_actuallethality_recent,CSSRS,"CSSRS,CSSRS_actuallethality_recent",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1084,actual lethality medical damage initial first attempt,CSSRS_actuallethality_initial,CSSRS,"CSSRS,CSSRS_actuallethality_initial",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1085,potential lethality recent attempt,CSSRS_potentiallethal_recent,CSSRS,"CSSRS,CSSRS_potentiallethal_recent",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1086,potential lethality lethal attempt,CSSRS_potentiallethal_lethal,CSSRS,"CSSRS,CSSRS_potentiallethal_lethal",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
1087,potential lethality initial first attempt,CSSRS_potentiallethal_initial,CSSRS,"CSSRS,CSSRS_potentiallethal_initial",Child Measures,Questionnaire_Measures_of_Emotional_and_Cognitive_Status,Columbia Suicide Severity Rating Scale
2113,forward length,DS_f_length,DigitSpan,,,,
2114,backwards length,DS_b_length,DigitSpan,,,,
2115,forward,DS_f_raw,DigitSpan,,,,
2116,backwards,DS_b_raw,DigitSpan,,,,
2119,proportion peers male female like accept,dishion_01,Dishion_Teacher,"Dishion_Teacher,dishion_01",Teacher Measures,,Peer Affiliation and Social Acceptance 
2120,proportion peers dislike reject,dishion_02,Dishion_Teacher,"Dishion_Teacher,dishion_02",Teacher Measures,,Peer Affiliation and Social Acceptance 
2121,proportion peers ignore simply neutral,dishion_03,Dishion_Teacher,"Dishion_Teacher,dishion_03",Teacher Measures,,Peer Affiliation and Social Acceptance 
2122,student says supportive things peers,dishion_part2_01,Dishion_Teacher,"Dishion_Teacher,dishion_part2_01",Teacher Measures,,Peer Affiliation and Social Acceptance 
2123,excluding peer clique play group,dishion_part2_02,Dishion_Teacher,"Dishion_Teacher,dishion_part2_02",Teacher Measures,,Peer Affiliation and Social Acceptance 
2124,student hits shoves pushes peers,dishion_part2_03,Dishion_Teacher,"Dishion_Teacher,dishion_part2_03",Teacher Measures,,Peer Affiliation and Social Acceptance 
2125,student tries cheer peers sad upset something,dishion_part2_04,Dishion_Teacher,"Dishion_Teacher,dishion_part2_04",Teacher Measures,,Peer Affiliation and Social Acceptance 
2126,student spreads rumors gossips peers,dishion_part2_05,Dishion_Teacher,"Dishion_Teacher,dishion_part2_05",Teacher Measures,,Peer Affiliation and Social Acceptance 
2127,student initiates gets physical fights peers,dishion_part2_06,Dishion_Teacher,"Dishion_Teacher,dishion_part2_06",Teacher Measures,,Peer Affiliation and Social Acceptance 
2128,stop playing peer stop liking peer,dishion_part2_07,Dishion_Teacher,"Dishion_Teacher,dishion_part2_07",Teacher Measures,,Peer Affiliation and Social Acceptance 
2129,student helpful peers,dishion_part2_08,Dishion_Teacher,"Dishion_Teacher,dishion_part2_08",Teacher Measures,,Peer Affiliation and Social Acceptance 
2130,student threatens hit beat students,dishion_part2_09,Dishion_Teacher,"Dishion_Teacher,dishion_part2_09",Teacher Measures,,Peer Affiliation and Social Acceptance 
